# OS Map Viewer core map tooltip locations.
# Generated from RuneLite core worldmap plugin location enums; no RuneLite runtime dependency is required.
# Columns: source	tooltip	x	y	z
TeleportLocationData	Ring of Wealth - Dondakan	2831	10165	0
TeleportLocationData	Slayer Ring - Slayer Tower	3423	3536	0
TeleportLocationData	Slayer Ring - Fremennik Slayer Dungeon	2800	9998	0
TeleportLocationData	Slayer Ring - Fremennik Slayer Dungeon (inside)	2800	3615	0
TeleportLocationData	Slayer Ring - Tarn's Lair	3187	4601	0
TeleportLocationData	Slayer Ring - Stronghold Slayer Cave	2433	3421	0
TeleportLocationData	Slayer Ring - Dark Beasts	2028	4638	0
TeleportLocationData	Slayer Ring - Wyrmscraig Cavern	2773	8633	0
TeleportLocationData	Slayer Ring - Wyrmscraig Cavern (inside)	2533	2206	0
TeleportLocationData	Digsite Pendant - Digsite	3339	3445	0
TeleportLocationData	Digsite Pendant - House on the Hill	3763	3869	0
TeleportLocationData	Digsite Pendant - Lithkren	3547	10456	0
TeleportLocationData	Necklace of Passage - Wizards' Tower	3114	3181	0
TeleportLocationData	Necklace of Passage - Jorral's Outpost	2431	3348	0
TeleportLocationData	Necklace of Passage - Desert eagle station of the eagle transport system	3406	3157	0
TeleportLocationData	Necklace of Passage - Wyrmscraig	2591	2221	0
TeleportLocationData	Burning Amulet - Chaos Temple (lvl 15)	3234	3637	0
TeleportLocationData	Burning Amulet - Bandit Camp (lvl 17)	3038	3651	0
TeleportLocationData	Burning Amulet - Lava Maze (lvl 41)	3028	3840	0
TeleportLocationData	Pendant of Ates - North Aldarin	1425	2995	0
TeleportLocationData	Pendant of Ates - The Darkfrost	1490	3284	0
TeleportLocationData	Pendant of Ates - Ralos' Rise	1459	3137	0
TeleportLocationData	Pendant of Ates - Twilight Temple	1666	3223	0
TeleportLocationData	Pendant of Ates - Kastori	1366	3086	0
TeleportLocationData	Pendant of Ates - Nemus Retreat	1364	3277	0
TeleportLocationData	Giantsoul Amulet - Bryophyta's Lair	3174	9898	0
TeleportLocationData	Giantsoul Amulet - Obor's Lair	3096	9833	0
TeleportLocationData	Giantsoul Amulet - Branda and Eldric's Lair	2952	9574	0
TeleportLocationData	Cowbell Amulet - Cow field	3259	3276	0
TeleportLocationData	Sailors' Amulet - The Pandemonium	3060	2974	0
TeleportLocationData	Sailors' Amulet - Port Roberts	1889	3292	0
TeleportLocationData	Sailors' Amulet - Red Rock	2797	2521	0
TeleportLocationData	Sailors' Amulet - Deepfin Point	1943	2758	0
TeleportLocationData	Xeric's Talisman - Xeric's Lookout	1576	3528	0
TeleportLocationData	Xeric's Talisman - Xeric's Glade	1754	3564	0
TeleportLocationData	Xeric's Talisman - Xeric's Inferno	1504	3819	0
TeleportLocationData	Xeric's Talisman - Xeric's Heart	1641	3670	0
TeleportLocationData	Xeric's Talisman - Xeric's Honour	1254	3559	0
TeleportLocationData	Skull Sceptre - Stronghold of Security	3081	3421	0
TeleportLocationData	Mythical Cape - Myth's Guild	2458	2851	0
TeleportLocationData	Ectophial - Ectofuntus	3660	3522	0
TeleportLocationData	Chronicle - Champions' Guild	3202	3357	0
TeleportLocationData	Royal Seed Pod - Grand Tree	2465	3495	0
TeleportLocationData	Enchanted Lyre - Rellekka	2664	3643	0
TeleportLocationData	Enchanted Lyre - Waterbirth Island	2550	3756	0
TeleportLocationData	Enchanted Lyre - Neitiznot	2336	3801	0
TeleportLocationData	Enchanted Lyre - Jatizso	2409	3809	0
TeleportLocationData	Icy Basalt - Weiss	2846	3940	0
TeleportLocationData	Stony Basalt - Troll Stronghold (with 73 Agility)	2838	3693	0
TeleportLocationData	Stony Basalt - Troll Stronghold	2844	3693	0
TeleportLocationData	Kharedst's Memoirs - Lunch by the Lancalliums (Hosidius)	1713	3612	0
TeleportLocationData	Kharedst's Memoirs - The Fisher's Flute (Piscarilius)	1802	3748	0
TeleportLocationData	Kharedst's Memoirs - History and Hearsay (Shayzien)	1478	3576	0
TeleportLocationData	Kharedst's Memoirs - Jewelry of Jubilation (Lovakengj)	1544	3762	0
TeleportLocationData	Kharedst's Memoirs - A Dark Disposition (Arceuus)	1680	3746	0
TeleportLocationData	Pharaoh's Sceptre - Jalsavrah (Pyramid Plunder)	3288	2795	0
TeleportLocationData	Pharaoh's Sceptre - Jaleustrophos (Agility Pyramid)	3341	2827	0
TeleportLocationData	Pharaoh's Sceptre - Jaldraocht (Desert Treasure Pyramid)	3232	2897	0
TeleportLocationData	Pharaoh's Sceptre - Jaltevas (Necropolis Obelisk)	3313	2720	0
TeleportLocationData	Camulet - Enakhra's Temple	3190	2923	0
TeleportLocationData	Teleport crystal - Lletya	2330	3172	0
TeleportLocationData	Teleport crystal - Prifddinas	3264	6065	0
TeleportLocationData	Drakan's medallion - Ver Sinhaza	3649	3230	0
TeleportLocationData	Drakan's medallion - Darkmeyer	3592	3337	0
TeleportLocationData	Drakan's medallion - Slepe	3808	9700	0
TeleportLocationData	Drakan's medallion - Castle Drakan	3557	3358	0
TeleportLocationData	Ring of the elements - Air Altar	2981	3276	0
TeleportLocationData	Ring of the elements - Water Altar	3166	3158	0
TeleportLocationData	Ring of the elements - Earth Altar	3288	3468	0
TeleportLocationData	Ring of the elements - Fire Altar	3315	3278	0
TeleportLocationData	Ring of shadows - Lassar Undercity	2588	6435	0
TeleportLocationData	Ring of shadows - The Stranglewood	1175	3422	0
TeleportLocationData	Obelisk - 13	3156	3620	0
TeleportLocationData	Obelisk - 19	3227	3667	0
TeleportLocationData	Obelisk - 27	3035	3732	0
TeleportLocationData	Obelisk - 35	3106	3794	0
TeleportLocationData	Obelisk - 44	2980	3866	0
TeleportLocationData	Obelisk - 50	3307	3916	0
TeleportLocationData	Wilderness crabs teleport	3348	3783	0
TeleportLocationData	Canoe (No departure) - 35	3141	3796	0
TeleportLocationData	Ardougne Cloak - Monastery	2606	3222	0
TeleportLocationData	Ardougne Cloak - Farm	2673	3375	0
TeleportLocationData	Explorer's Ring	3052	3292	0
TeleportLocationData	Karamja Gloves - Gem Mine (Underground)	2827	2997	0
TeleportLocationData	Karamja Gloves - Duradel	2870	2981	0
TeleportLocationData	Desert Amulet - Nardah	3425	2928	0
TeleportLocationData	Desert Amulet - Kalphite Cave	3322	3122	0
TeleportLocationData	Morytania Legs - Slime Pit (Underground)	3654	3516	0
TeleportLocationData	Morytania Legs - Burgh de Rott	3482	3231	0
TeleportLocationData	Fremennik Sea Boots	2640	3675	0
TeleportLocationData	Kandarin Headgear	2729	3411	0
TeleportLocationData	Wilderness Sword	3377	3891	0
TeleportLocationData	Western Banner	2329	3685	0
TeleportLocationData	Rada's Blessing	1311	3795	0
TeleportLocationData	Rada's Blessing	1553	3454	0
TeleportLocationData	Ghommal's Hilt - God Wars Dungeon	2898	3709	0
TeleportLocationData	Ghommal's Hilt - Mor Ul Rek	2554	5130	0
TeleportLocationData	Digsite Teleport	3324	3412	0
TeleportLocationData	Iorwerth Camp Teleport	2193	3257	0
TeleportLocationData	Feldip Hills Teleport	2542	2925	0
TeleportLocationData	Lumberyard Teleport	3303	3487	0
TeleportLocationData	Lunar Isle Teleport	2093	3912	0
TeleportLocationData	Mort'ton	3489	3288	0
TeleportLocationData	Mos Le'Harmless Teleport	3701	2996	0
TeleportLocationData	Nardah Teleport	3421	2917	0
TeleportLocationData	Pest Control Teleport	2657	2660	0
TeleportLocationData	Piscatoris Teleport	2339	3648	0
TeleportLocationData	Tai Bwo Wannai Teleport	2788	3066	0
TeleportLocationData	Zul-Andra Teleport	2197	3056	0
TeleportLocationData	Key Master Teleport	2686	9882	0
TeleportLocationData	Revenant Cave Teleport	3127	3833	0
TeleportLocationData	Watson Teleport	1645	3579	0
TeleportLocationData	Spider cave teleport	3658	3403	0
TeleportLocationData	Colossal Wyrm Teleport	1641	2921	0
TeleportLocationData	Chasm of Fire teleport	1311	9882	0
TeleportLocationData	Ardeaglais teleport	2543	2216	0
TeleportLocationData	Achievement Cape - Two-pints	2574	3324	0
TeleportLocationData	Achievement Cape - Jarr	3300	3121	0
TeleportLocationData	Achievement Cape - Sir Rebral	2977	3345	0
TeleportLocationData	Achievement Cape - Thorodin	2659	3627	0
TeleportLocationData	Achievement Cape - Flax Keeper	2744	3444	0
TeleportLocationData	Achievement Cape - Pirate Jackie the Fruit	2810	3191	0
TeleportLocationData	Achievement Cape - Kaleb Paramaya	2861	2995	1
TeleportLocationData	Achievement Cape - Jungle forester	2795	2945	0
TeleportLocationData	Achievement Cape - TzHaar-Mej	2455	5133	0
TeleportLocationData	Achievement Cape - Elise	1647	3666	0
TeleportLocationData	Achievement Cape - Hatius Cosaintus	3239	3220	0
TeleportLocationData	Achievement Cape - Le-sabrè	3465	3477	0
TeleportLocationData	Achievement Cape - Toby	3224	3414	0
TeleportLocationData	Achievement Cape - Lesser Fanatic	3122	3516	0
TeleportLocationData	Achievement Cape - Elder Gnome child	2467	3459	0
TeleportLocationData	Achievement Cape - Twiggy O'Korn	3097	3226	0
TeleportLocationData	Construction Cape - Rimmington	2954	3224	0
TeleportLocationData	Construction Cape - Taverley	2894	3465	0
TeleportLocationData	Construction Cape - Pollnivneach	3340	3004	0
TeleportLocationData	Construction Cape - Hosidius	1744	3517	0
TeleportLocationData	Construction Cape - Rellekka	2670	3632	0
TeleportLocationData	Construction Cape - Aldarin	1422	2966	0
TeleportLocationData	Construction Cape - Brimhaven	2758	3178	0
TeleportLocationData	Construction Cape - Yanille	2544	3095	0
TeleportLocationData	Construction Cape - Prifddinas	3239	6076	0
TeleportLocationData	Crafting Cape	2931	3286	0
TeleportLocationData	Farming Cape	1248	3725	0
TeleportLocationData	Fishing Cape - Fishing Guild	2604	3401	0
TeleportLocationData	Fishing Cape - Otto's Grotto	2504	3484	0
TeleportLocationData	Hunter Cape - Carnivorous Chinchompa Area	2556	2916	0
TeleportLocationData	Hunter Cape - Black Chinchompa Area	3144	3772	0
TeleportLocationData	Strength Cape	2865	3546	0
TeleportLocationData	Quest Cape	2729	3348	0
TeleportLocationData	Music Cape - Falo the Bard	2689	3547	0
FishingSpotLocation	Anchovies	1372	2985	0
FishingSpotLocation	Anchovies	1313	2963	0
FishingSpotLocation	Anchovies	3274	3140	0
FishingSpotLocation	Anchovies	3266	3148	0
FishingSpotLocation	Shark	2698	2703	0
FishingSpotLocation	Anchovies	1774	2993	0
FishingSpotLocation	Shark	1769	2966	0
FishingSpotLocation	Shark	1573	2954	0
FishingSpotLocation	Shark / Lobster	1579	2963	0
FishingSpotLocation	Shark / Lobster	1585	2951	0
FishingSpotLocation	Salmon	1393	3313	0
FishingSpotLocation	Salmon	1396	3304	0
FishingSpotLocation	Salmon	1458	3330	0
FishingSpotLocation	Anchovies	2497	3548	0
FishingSpotLocation	Anchovies	2509	3562	0
FishingSpotLocation	Anchovies	2514	3575	0
FishingSpotLocation	Salmon	3103	3424	0
FishingSpotLocation	Salmon	3109	3433	0
FishingSpotLocation	Rum deal (Quest)	2112	5074	0
FishingSpotLocation	Rum deal (Quest)	2161	5061	0
FishingSpotLocation	Rum deal (Quest)	2172	5074	0
FishingSpotLocation	Tai Bwo Wannai Trio (Quest)	2767	3165	0
FishingSpotLocation	Shark	3472	3192	0
FishingSpotLocation	Shark	3486	3182	0
FishingSpotLocation	Shark	3497	3174	0
FishingSpotLocation	Shark	3513	3177	0
FishingSpotLocation	Shark	3528	3164	0
FishingSpotLocation	Shark	3537	3177	0
FishingSpotLocation	Shark	3545	3179	0
FishingSpotLocation	Shark	3553	3177	0
FishingSpotLocation	Shark	3559	3173	0
FishingSpotLocation	Shark	3564	3174	0
FishingSpotLocation	Shark / Lobster / Anchovies	2836	3431	0
FishingSpotLocation	Shark / Lobster / Anchovies	2844	3429	0
FishingSpotLocation	Shark / Lobster / Anchovies	2853	3423	0
FishingSpotLocation	Shark / Lobster / Anchovies	2859	3426	0
FishingSpotLocation	Cave eel	2921	5808	0
FishingSpotLocation	Tetra	2927	5778	0
FishingSpotLocation	Tetra	2921	5787	0
FishingSpotLocation	Lava eel	2788	8781	0
FishingSpotLocation	House Keys	1737	3101	0
FishingSpotLocation	Salmon	1290	3382	0
FishingSpotLocation	Salmon	1260	3408	0
FishingSpotLocation	Salmon	1250	3400	0
FishingSpotLocation	Anchovies	3084	3228	0
FishingSpotLocation	Salmon	2841	3356	0
FishingSpotLocation	Salmon	2842	3359	0
FishingSpotLocation	Salmon	2847	3361	0
FishingSpotLocation	Anchovies	2875	3331	0
FishingSpotLocation	Anchovies	2878	3334	0
FishingSpotLocation	Anchovies	2878	3339	0
FishingSpotLocation	Anchovies	2875	3342	0
FishingSpotLocation	Lobster (Approval only)	2577	3854	0
FishingSpotLocation	Karambwanji	2806	3014	0
FishingSpotLocation	Karambwan	2898	3119	0
FishingSpotLocation	Karambwan	2911	3119	0
FishingSpotLocation	Salmon	1269	3707	0
FishingSpotLocation	Shark	1209	3687	0
FishingSpotLocation	Shark	1221	3714	0
FishingSpotLocation	Shark	1199	3736	0
FishingSpotLocation	Shark	1208	3749	0
FishingSpotLocation	Anchovies	2511	2838	0
FishingSpotLocation	Fishing Contest (Quest)	2626	3415	0
FishingSpotLocation	Fishing Contest (Quest)	2631	3425	0
FishingSpotLocation	Fishing Contest (Quest)	2629	3435	0
FishingSpotLocation	Fishing Contest (Quest)	2636	3444	0
FishingSpotLocation	Shark / Lobster	2604	3423	0
FishingSpotLocation	Shark / Lobster	2605	3417	0
FishingSpotLocation	Shark / Lobster	2611	3413	0
FishingSpotLocation	Minnow	2609	3444	0
FishingSpotLocation	Minnow	2617	3444	0
FishingSpotLocation	Anchovies	2788	3273	0
FishingSpotLocation	Anchovies	2794	3279	0
FishingSpotLocation	Anchovies	2793	3283	0
FishingSpotLocation	Salmon	1715	3612	0
FishingSpotLocation	Shark / Lobster / Anchovies	1817	3603	0
FishingSpotLocation	Shark / Lobster / Anchovies	1827	3605	0
FishingSpotLocation	Shark / Lobster / Anchovies	1828	3614	0
FishingSpotLocation	Shark / Lobster / Anchovies	1840	3619	0
FishingSpotLocation	Shark / Lobster / Anchovies	1838	3595	0
FishingSpotLocation	Salmon	1584	3566	0
FishingSpotLocation	Salmon	3239	5997	0
FishingSpotLocation	Shark	3185	6027	0
FishingSpotLocation	Shark	2161	3275	0
FishingSpotLocation	Salmon	2215	3245	0
FishingSpotLocation	Salmon	3293	6005	0
FishingSpotLocation	Salmon	2269	3253	0
FishingSpotLocation	Shark	2281	2841	0
FishingSpotLocation	Lobster	2280	2975	0
FishingSpotLocation	Anchovies	2162	2782	0
FishingSpotLocation	Shark / Lobster	2400	3780	0
FishingSpotLocation	Shark / Lobster	2412	3780	0
FishingSpotLocation	Shark / Lobster	2419	3789	0
FishingSpotLocation	Anchovies	1329	3010	0
FishingSpotLocation	Lobster	3139	2800	0
FishingSpotLocation	Salmon	1723	3685	0
FishingSpotLocation	Anchovies	1534	3414	0
FishingSpotLocation	Shark / Lobster / Anchovies	1484	3432	0
FishingSpotLocation	Salmon	3238	3241	0
FishingSpotLocation	Salmon	3237	3253	0
FishingSpotLocation	Frog spawn, Cave eel	3244	9570	0
FishingSpotLocation	Frog spawn, Cave eel	3153	9544	0
FishingSpotLocation	Anchovies	3244	3153	0
FishingSpotLocation	Shark	2774	2740	0
FishingSpotLocation	Lobster	1374	2841	0
FishingSpotLocation	Greater siren	1370	3632	0
FishingSpotLocation	Slimy eel	3439	3273	0
FishingSpotLocation	Slimy eel	3480	3433	0
FishingSpotLocation	Slimy eel	3485	3448	0
FishingSpotLocation	Slimy eel	3425	3409	0
FishingSpotLocation	Slimy eel	3432	3415	0
FishingSpotLocation	Infernal Eel	2443	5104	0
FishingSpotLocation	Infernal Eel	2476	5077	0
FishingSpotLocation	Infernal Eel	2537	5086	0
FishingSpotLocation	Sturgeon, Salmon, Trout	1271	3546	0
FishingSpotLocation	Sturgeon, Salmon, Trout	1265	3541	0
FishingSpotLocation	Sturgeon, Salmon, Trout	1253	3542	0
FishingSpotLocation	Anchovies	2995	3158	0
FishingSpotLocation	Anchovies	2985	3176	0
FishingSpotLocation	Lobster / Anchovies	2925	3179	0
FishingSpotLocation	Lobster	2456	2893	0
FishingSpotLocation	Salmon	2466	3151	0
FishingSpotLocation	Sturgeon, Salmon, Trout	2500	3509	0
FishingSpotLocation	Sturgeon, Salmon, Trout	2504	3495	0
FishingSpotLocation	Sturgeon, Salmon, Trout	2505	3515	0
FishingSpotLocation	Sturgeon, Salmon, Trout	2520	3518	0
FishingSpotLocation	Monkfish	2308	3700	0
FishingSpotLocation	Anglerfish	1831	3773	0
FishingSpotLocation	Lobster / Anchovies	1762	3796	0
FishingSpotLocation	Lobster / Anchovies	1745	3802	0
FishingSpotLocation	Shark / Lobster	3186	6102	0
FishingSpotLocation	Shark / Lobster	3187	6123	0
FishingSpotLocation	Shark / Lobster	3250	6182	0
FishingSpotLocation	Shark / Lobster	3258	6180	0
FishingSpotLocation	Shark / Lobster	3258	6197	0
FishingSpotLocation	Shark / Lobster	2162	3350	0
FishingSpotLocation	Shark / Lobster	2163	3371	0
FishingSpotLocation	Shark / Lobster	2226	3430	0
FishingSpotLocation	Shark / Lobster	2234	3428	0
FishingSpotLocation	Shark / Lobster	2234	3445	0
FishingSpotLocation	Lobster	2641	3696	0
FishingSpotLocation	Shark	2649	3708	0
FishingSpotLocation	Anchovies	2632	3694	0
FishingSpotLocation	Salmon	2560	3374	0
FishingSpotLocation	Salmon	2565	3370	0
FishingSpotLocation	Salmon	2526	3412	0
FishingSpotLocation	Salmon	2536	3405	0
FishingSpotLocation	Salmon	2507	3420	0
FishingSpotLocation	Salmon	1545	3186	0
FishingSpotLocation	Shark	1675	3490	0
FishingSpotLocation	Anchovies	1676	3469	0
FishingSpotLocation	Lobster	1668	3479	0
FishingSpotLocation	Salmon	2725	3524	0
FishingSpotLocation	Salmon	2714	3531	0
FishingSpotLocation	Anchovies	1565	3326	0
FishingSpotLocation	Shark	1586	3299	0
FishingSpotLocation	Salmon	2854	2977	0
FishingSpotLocation	Salmon	2858	2973	0
FishingSpotLocation	Shark	1218	3146	0
FishingSpotLocation	Salmon	1265	3132	0
FishingSpotLocation	Lava eel	2893	9764	0
FishingSpotLocation	Lava eel	2889	9766	0
FishingSpotLocation	Lava eel	2883	9765	0
FishingSpotLocation	Harpoonfish	3047	3002	0
FishingSpotLocation	Harpoonfish	3050	2995	0
FishingSpotLocation	Harpoonfish	3036	2996	0
FishingSpotLocation	Harpoonfish	3035	2962	0
FishingSpotLocation	Harpoonfish	3047	2957	0
FishingSpotLocation	Harpoonfish	3045	2954	0
FishingSpotLocation	Salmon	1623	3235	0
FishingSpotLocation	Salmon	2389	3422	0
FishingSpotLocation	Salmon	2382	3415	0
FishingSpotLocation	Shrimp	3100	3091	0
FishingSpotLocation	Salmon	1646	3558	0
FishingSpotLocation	Anchovies	3049	3704	0
FishingSpotLocation	Dark Crab	3362	3802	0
FishingSpotLocation	Dark Crab	3347	3813	0
FishingSpotLocation	Lava eel	3071	3840	0
FishingSpotLocation	Dark Crab	3186	3925	0
FishingSpotLocation	Shark / Lobster	2574	2219	0
FishingSpotLocation	Lava eel	2802	8598	0
FishingSpotLocation	Sacred eel	2183	3068	0
FishingSpotLocation	Sacred eel	2195	3067	0
HunterAreaLocation	Copper longtail (9)	1357	2977	0
HunterAreaLocation	Ruby harvest (15)	1342	2934	0
HunterAreaLocation	Wild kebbit (23)<br>Ruby harvest (15)	1387	3392	0
HunterAreaLocation	Copper longtail (9)	1349	3346	0
HunterAreaLocation	Pyre Fox (57)	1616	2999	0
HunterAreaLocation	Sunlight Antelope (72)	1745	3008	0
HunterAreaLocation	Black salamander (67)	3294	3673	0
HunterAreaLocation	Swamp lizard (29)	3553	3438	0
HunterAreaLocation	Swamp lizard (29)	3535	3445	0
HunterAreaLocation	Red salamander (59)	2644	2401	0
HunterAreaLocation	Spotted kebbit (43)<br>Dark kebbit (57)<br>Dashing kebbit (69)	2379	3599	0
HunterAreaLocation	Crimson swift (1)<br>Feldip Weasel (7)<br>Tropical wagtail (19)<br>Spined larupia (31)<br>Barb-tailed kebbit (33)<br>Black warlock (45)<br>Carnivorous chinchompa (63)	2557	2912	0
HunterAreaLocation	Herbiboar (80)	3693	3800	0
HunterAreaLocation	Herbiboar (80)	3701	3809	0
HunterAreaLocation	Herbiboar (80)	3703	3829	0
HunterAreaLocation	Herbiboar (80)	3749	3850	0
HunterAreaLocation	Herbiboar (80)	3684	3870	0
HunterAreaLocation	Fish shoal (44)	3743	10295	0
HunterAreaLocation	Carnivorous chinchompa (63)	2269	3408	0
HunterAreaLocation	Carnivorous chinchompa (63)	3293	6160	0
HunterAreaLocation	Copper longtail (9)	2207	2964	0
HunterAreaLocation	Chinchompa (53)	2127	2950	0
HunterAreaLocation	Crimson swift (1)	2158	2822	0
HunterAreaLocation	Moonlight Antelope (91)	1559	9420	0
HunterAreaLocation	Sunlight Moth (65)	1556	3091	0
HunterAreaLocation	Sunlight Moth (65)	1575	3020	0
HunterAreaLocation	Embertailed Jerboa (39)	1515	3047	0
HunterAreaLocation	Horned graahk (41)	2786	3001	0
HunterAreaLocation	Crimson swift (1)	1184	3595	0
HunterAreaLocation	Ruby harvest (15)	1512	3478	0
HunterAreaLocation	Chinchompa (53)	1481	3504	0
HunterAreaLocation	Copper longtail (9)	1556	3436	0
HunterAreaLocation	Embertailed Jerboa (39)	1671	3001	0
HunterAreaLocation	Bluegill (35)<br>Common tench (51)<br>Mottled eel (68)<br>Greater siren (87)	1363	3632	0
HunterAreaLocation	Cerulean twitch (11)<br>Snowy knight (35)<br>Sapphire glacialis (25)	1443	3235	0
HunterAreaLocation	Orange salamander (47)	3285	2739	0
HunterAreaLocation	Red salamander (59)	2447	3219	0
HunterAreaLocation	Red salamander (59)	2475	3240	0
HunterAreaLocation	Common kebbit (3)<br>Copper longtail (9)<br>Ruby harvest (15)<br>Wild kebbit (23)<br>Ferret (27)<br>White rabbit (27)<br>Prickly kebbit (37)<br>Razor-backed kebbit (49)<br>Chinchompa (53)	2335	3584	0
HunterAreaLocation	Sandworms (15)	1840	3802	0
HunterAreaLocation	Tecu Salamander (79)	1475	3096	0
HunterAreaLocation	Polar kebbit (1)<br>Cerulean twitch (11)<br>Sapphire glacialis (25)<br>Snowy knight (35)<br>Sabre-toothed kebbit (51)<br>Sabre-toothed kyatt (55)	2719	3780	0
HunterAreaLocation	Swamp lizard (29)	3677	3405	0
HunterAreaLocation	Crimson swift (1)	1372	3135	0
HunterAreaLocation	Carnivorous chinchompa (63)	1315	3169	0
HunterAreaLocation	Tropical wagtail (19)	1269	3102	0
HunterAreaLocation	Black warlock (45)	1282	3021	0
HunterAreaLocation	Golden warbler (5)<br>Desert devil (13)<br>Orange salamander (47)	3401	3104	0
HunterAreaLocation	Letvek (76)	2564	7772	0
HunterAreaLocation	Letvek (76)	2540	7766	0
HunterAreaLocation	Stymphike (82)	2653	7845	0
HunterAreaLocation	Black chinchompa (73)	3142	3771	0
HunterAreaLocation	Wyrmscraig goat (60)	2571	2195	0
MiningSiteLocation	5 Gold	3322	2875	0
MiningSiteLocation	8 Iron<br>5 Silver<br>6 Coal<br>5 Gold	1430	2882	0
MiningSiteLocation	3 Copper<br>1 Tin<br>7 Iron<br>5 Silver<br>3 Coal<br>2 Mithril<br>2 Adamantite	3298	3312	0
MiningSiteLocation	2 Iron<br>2 Gold	3298	3282	0
MiningSiteLocation	4 Mithril	1847	5414	0
MiningSiteLocation	2 Mithril	1826	5392	0
MiningSiteLocation	8 Mithril	1840	5397	0
MiningSiteLocation	8 Limestone	2322	3269	0
MiningSiteLocation	8 Limestone	3346	6021	0
MiningSiteLocation	1 Dense essence	1763	3860	0
MiningSiteLocation	1 Dense essence	1763	3844	0
MiningSiteLocation	5 Iron<br>5 Coal	2670	9680	0
MiningSiteLocation	6 Iron<br>4 Coal	2599	3232	0
MiningSiteLocation	2 Blurite	3063	9582	0
MiningSiteLocation	2 Blurite	3049	9568	0
MiningSiteLocation	6 Iron	1618	2991	0
MiningSiteLocation	16 Iron<br>20 Coal<br>22 Mithril<br>8 Adamantite	3086	3763	0
MiningSiteLocation	2 Clay<br>2 Coal<br>36 Sandstone<br>34 Granite	3171	2912	0
MiningSiteLocation	5 Tin<br>4 Coal	3078	3421	0
MiningSiteLocation	3 Copper<br>1 Tin	2471	3255	0
MiningSiteLocation	20 Hard rock	1502	3869	0
MiningSiteLocation	17 Hard rock	1485	3882	0
MiningSiteLocation	22 Hard rock	1471	3865	0
MiningSiteLocation	10 Gold	2732	3225	0
MiningSiteLocation	6 Gold	2743	3150	0
MiningSiteLocation	5 Iron<br>4 Coal<br>16 Calcified rocks<br>2 Mithril<br>1 Adamantite	1510	9540	0
MiningSiteLocation	8 Barronite<br>1 Clay<br>2 Tin<br>1 Copper	2934	5811	0
MiningSiteLocation	10 Barronite<br>2 Copper<br>2 Clay<br>1 Tin	2914	5811	0
MiningSiteLocation	7 Coal<br>1 Runite	2374	3850	0
MiningSiteLocation	10 Coal<br>3 Adamantite<br>2 Runite	2698	8785	0
MiningSiteLocation	11 Coal	2640	2390	0
MiningSiteLocation	3 Iron<br>3 Coal	3400	3170	0
MiningSiteLocation	18 Coal	2580	3484	0
MiningSiteLocation	6 Clay<br>6 Silver<br>7 Gold	2939	3283	0
MiningSiteLocation	3 Gold	2860	3287	0
MiningSiteLocation	7 Coal<br>1 Mithril	2831	3296	0
MiningSiteLocation	3 Coal<br>3 Adamantite	2835	3245	0
MiningSiteLocation	7 Mithril	2819	3247	0
MiningSiteLocation	8 Iron<br>3 Coal<br>6 Mithril	1281	3412	0
MiningSiteLocation	3 Daeyalt essence	3631	3340	0
MiningSiteLocation	3 Tin<br>4 Copper<br>6 Iron<br>5 Mithril	1945	2805	0
MiningSiteLocation	5 Silver<br>7 Lead<br>6 Gold<br>7 Nickel	1932	2790	0
MiningSiteLocation	7 Iron<br>7 Lead	1996	9205	0
MiningSiteLocation	23 Coal<br>4 Adamantite	1944	9204	0
MiningSiteLocation	6 Iron<br>3 Mithril	1932	9186	0
MiningSiteLocation	12 Nickel	2067	9208	0
MiningSiteLocation	21 Coal<br>6 Adamantite<br>4 Runite	2090	9201	0
MiningSiteLocation	4 Copper<br>4 Tin<br>3 Iron<br>4 Coal	3299	3021	0
MiningSiteLocation	1 Iron<br>9 Silver	3309	9645	0
MiningSiteLocation	3 Iron	3322	9616	0
MiningSiteLocation	3 Iron	3312	9621	0
MiningSiteLocation	3 Iron<br>2 Silver	3311	9628	0
MiningSiteLocation	5 Tin<br>2 Iron<br>8 Coal<br>2 Gold<br>1 Adamantite	3039	9763	0
MiningSiteLocation	4 Copper<br>3 Iron<br>3 Coal<br>2 Mithril<br>2 Adamantite	3037	9775	0
MiningSiteLocation	2 Clay<br>3 Tin<br>2 Iron	3051	9820	0
MiningSiteLocation	3 Clay<br>4 Copper	3028	9809	0
MiningSiteLocation	3 Copper<br>2 Tin<br>2 Iron	3031	9828	0
MiningSiteLocation	3 Copper<br>3 Tin<br>4 Coal	2405	3867	0
MiningSiteLocation	7 Clay	3424	3164	0
MiningSiteLocation	2 Copper<br>2 Tin<br>3 Iron<br>3 Silver<br>6 Coal<br>1 Mithril<br>2 Adamantite	3138	9874	0
MiningSiteLocation	2 Copper<br>6 Tin<br>3 Iron<br>2 Coal	2907	3362	0
MiningSiteLocation	3 Rock	2638	2996	0
MiningSiteLocation	4 Rock	2579	2998	0
MiningSiteLocation	3 Rock	2567	2961	0
MiningSiteLocation	4 Clay<br>2 Copper<br>7 Tin<br>9 Iron<br>1 Coal<br>2 Mithril	2630	3142	0
MiningSiteLocation	7 Iron<br>20 Coal<br>3 Mithril<br>5 Adamantite<br>2 Runite	3770	3815	0
MiningSiteLocation	3 Copper	2310	3853	0
